row_id,order_id,order__date,ship__date,ship__mode,customer_id,customer__name,segment,country,city,state,postal__code,region,product_id,category,sub-_category,product__name,sales
922,CA-2016-111164,11-04-2016,15-04-2016,Standard Class,SE-20110,sanjit engle,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002473,Technology,Accessories,maxell 4.7gb dvd-r,85.14
923,CA-2016-111164,11-04-2016,15-04-2016,Standard Class,SE-20110,sanjit engle,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10004531,Technology,Phones,otterbox commuter series case - iphone 5 & 5s,21.99
924,CA-2016-111164,11-04-2016,15-04-2016,Standard Class,SE-20110,sanjit engle,Consumer,United States,New York City,New York,10009.0,East,OFF-AP-10004487,Office Supplies,Appliances,kensington 4 outlet masterpiece compact power control center,406.6
925,CA-2017-149797,15-09-2017,20-09-2017,Standard Class,AH-10075,adam hart,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10003650,Office Supplies,Binders,gbc docubind 300 electric binding machine,841.568
926,CA-2015-132962,13-09-2015,16-09-2015,First Class,JM-15535,jessica myrick,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10003543,Office Supplies,Paper,xerox 1985,15.552
927,CA-2015-132962,13-09-2015,16-09-2015,First Class,JM-15535,jessica myrick,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004353,Technology,Accessories,hypercom p1300 pinpad,252.0
928,CA-2016-115091,05-10-2016,09-10-2016,Standard Class,JJ-15760,joel jenkins,Home Office,United States,Springfield,Virginia,22153.0,South,OFF-AR-10000658,Office Supplies,Art,newell 324,46.2
929,CA-2016-115091,05-10-2016,09-10-2016,Standard Class,JJ-15760,joel jenkins,Home Office,United States,Springfield,Virginia,22153.0,South,OFF-AP-10000696,Office Supplies,Appliances,holmes odor grabber,28.84
930,CA-2018-144932,14-04-2018,17-04-2018,First Class,AB-10165,alan barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-AR-10003560,Office Supplies,Art,zebra zazzle fluorescent highlighters,14.592
931,CA-2018-144932,14-04-2018,17-04-2018,First Class,AB-10165,alan barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-AR-10001468,Office Supplies,Art,"sanford prismacolor professional thick lead art pencils, 36-color set",89.856
932,CA-2018-144932,14-04-2018,17-04-2018,First Class,AB-10165,alan barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-PA-10004971,Office Supplies,Paper,xerox 196,13.872
933,CA-2018-114216,02-09-2018,06-09-2018,Standard Class,RK-19300,ralph kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10002195,Office Supplies,Paper,"rsvp cards & envelopes, blank white, 8-1/2"" x 11"", 24 cards/25 envelopes/set",12.192
934,CA-2017-140081,20-06-2017,24-06-2017,Standard Class,CG-12040,catherine glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001745,Office Supplies,Paper,"wirebound message books, 2 7/8"" x 5"", 3 forms per page",45.056
935,CA-2017-140081,20-06-2017,24-06-2017,Standard Class,CG-12040,catherine glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004826,Office Supplies,Binders,jm magazine binder,29.718
936,CA-2017-140081,20-06-2017,24-06-2017,Standard Class,CG-12040,catherine glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001870,Office Supplies,Paper,xerox 202,15.552
937,CA-2017-140081,20-06-2017,24-06-2017,Standard Class,CG-12040,catherine glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AP-10001058,Office Supplies,Appliances,sanyo 2.5 cubic foot mid-size office refrigerators,447.696
938,US-2018-111745,05-11-2018,06-11-2018,First Class,RA-19885,ruben ausman,Corporate,United States,Farmington,New Mexico,87401.0,West,TEC-AC-10003911,Technology,Accessories,netgear ac1750 dual band gigabit smart wifi router,159.99
939,CA-2016-148250,13-12-2016,17-12-2016,Standard Class,RP-19270,rachel payne,Corporate,United States,Riverside,California,92503.0,West,OFF-PA-10000289,Office Supplies,Paper,xerox 213,12.96
940,CA-2016-148250,13-12-2016,17-12-2016,Standard Class,RP-19270,rachel payne,Corporate,United States,Riverside,California,92503.0,West,OFF-AP-10003040,Office Supplies,Appliances,fellowes 8 outlet superior workstation surge protector w/o phone/fax/modem protection,134.48
941,CA-2017-105760,19-06-2017,20-06-2017,First Class,KC-16255,karen carlisle,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10000350,Office Supplies,Paper,"message book, standard line ""while you were out"", 5 1/2"" x 4"", 200 sets/book",17.12
942,CA-2017-142958,13-12-2017,20-12-2017,Standard Class,RW-19630,rob williams,Corporate,United States,Torrance,California,90503.0,West,OFF-BI-10001759,Office Supplies,Binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", dark blue",6.096
943,CA-2017-142958,13-12-2017,20-12-2017,Standard Class,RW-19630,rob williams,Corporate,United States,Torrance,California,90503.0,West,FUR-TA-10000577,Furniture,Tables,bretford cr4500 series slim rectangular table,1114.272
944,CA-2016-120880,29-05-2016,03-06-2016,Standard Class,JL-15850,john lucas,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10004101,Office Supplies,Paper,xerox 1894,32.4
945,CA-2016-120880,29-05-2016,03-06-2016,Standard Class,JL-15850,john lucas,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10001496,Office Supplies,Storage,standard rollaway file with lock,540.57
946,CA-2016-120880,29-05-2016,03-06-2016,Standard Class,JL-15850,john lucas,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002931,Office Supplies,Binders,"avery trapezoid extra heavy duty 4"" binders",167.76
947,US-2016-140200,26-07-2016,28-07-2016,First Class,CA-12775,cynthia arntzen,Consumer,United States,Mesa,Arizona,85204.0,West,FUR-TA-10002356,Furniture,Tables,bevis boat-shaped conference table,393.165
948,US-2018-110576,28-11-2018,02-12-2018,Standard Class,RB-19795,ross baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003601,Furniture,Furnishings,"deflect-o rollamat studded, beveled mat for medium pile carpeting",516.488
949,US-2018-110576,28-11-2018,02-12-2018,Standard Class,RB-19795,ross baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10000576,Furniture,Furnishings,luxo professional fluorescent magnifier lamp with clamp-mount base,1007.232
950,US-2018-110576,28-11-2018,02-12-2018,Standard Class,RB-19795,ross baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-TA-10004154,Furniture,Tables,"riverside furniture oval coffee table, oval end table, end table with drawer",2065.32
951,US-2018-110576,28-11-2018,02-12-2018,Standard Class,RB-19795,ross baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10000788,Office Supplies,Paper,xerox 210,15.552
952,US-2018-110576,28-11-2018,02-12-2018,Standard Class,RB-19795,ross baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10002479,Office Supplies,Paper,xerox 4200 series multiuse premium copy paper (20lb. and 84 bright),25.344
953,CA-2018-131156,03-04-2018,07-04-2018,Standard Class,KH-16360,katherine hughes,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10001940,Furniture,Furnishings,staple-based wall hangings,25.472
954,CA-2018-136539,28-12-2018,01-01-2019,Standard Class,GH-14665,greg hansen,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-AR-10001958,Office Supplies,Art,stanley bostitch contemporary electric pencil sharpeners,27.168
955,CA-2018-136539,28-12-2018,01-01-2019,Standard Class,GH-14665,greg hansen,Consumer,United States,Round Rock,Texas,78664.0,Central,FUR-BO-10004709,Furniture,Bookcases,"bush westfield collection bookcases, medium cherry finish",78.8528
956,CA-2018-119305,30-11-2018,04-12-2018,Standard Class,SW-20275,scott williamson,Consumer,United States,Jackson,Mississippi,39212.0,South,OFF-ST-10000604,Office Supplies,Storage,home/office personal file carts,173.8
957,CA-2018-102414,15-05-2018,18-05-2018,Second Class,JA-15970,joseph airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002923,Technology,Phones,"logitech b530 usb headset - headset - full size, binaural",29.592
958,CA-2018-102414,15-05-2018,18-05-2018,Second Class,JA-15970,joseph airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10004465,Office Supplies,Binders,avery durable slant ring binders,4.752
959,CA-2018-102414,15-05-2018,18-05-2018,Second Class,JA-15970,joseph airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10002333,Office Supplies,Paper,"universal ultra bright white copier/laser paper, 8 1/2"" x 11"", ream",15.552
960,CA-2016-112571,22-09-2016,22-09-2016,Same Day,DL-12925,daniel lacy,Consumer,United States,Oceanside,California,92054.0,West,FUR-FU-10004188,Furniture,Furnishings,luxo professional combination clamp-on lamps,204.6
961,CA-2018-152142,14-11-2018,19-11-2018,Standard Class,LW-16990,lindsay williams,Corporate,United States,San Francisco,California,94110.0,West,FUR-CH-10002965,Furniture,Chairs,"global leather highback executive chair with pneumatic height adjustment, black",321.568
962,CA-2016-160059,27-11-2016,01-12-2016,Standard Class,TB-21190,thomas brumley,Home Office,United States,Fayetteville,Arkansas,72701.0,South,OFF-BI-10000145,Office Supplies,Binders,zipper ring binder pockets,6.24
963,CA-2017-120859,01-09-2017,04-09-2017,First Class,CV-12805,cynthia voltz,Corporate,United States,San Francisco,California,94110.0,West,OFF-EN-10001335,Office Supplies,Envelopes,"white business envelopes with contemporary seam, recycled white business envelopes",21.88
964,CA-2015-127488,22-09-2015,24-09-2015,Second Class,MS-17365,maribeth schnelling,Consumer,United States,Boca Raton,Florida,33433.0,South,OFF-LA-10001613,Office Supplies,Labels,avery file folder labels,4.608
965,CA-2018-135279,09-04-2018,11-04-2018,First Class,BS-11800,bryan spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-LA-10004055,Office Supplies,Labels,color-coded legal exhibit labels,9.82
966,CA-2018-135279,09-04-2018,11-04-2018,First Class,BS-11800,bryan spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-AR-10004344,Office Supplies,Art,bulldog vacuum base pencil sharpener,35.97
967,CA-2018-135279,09-04-2018,11-04-2018,First Class,BS-11800,bryan spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10004621,Office Supplies,Paper,xerox 212,12.96
968,CA-2018-135279,09-04-2018,11-04-2018,First Class,BS-11800,bryan spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10001281,Office Supplies,Paper,computer printout paper with letter-trim fine perforations,191.6
969,CA-2018-135279,09-04-2018,11-04-2018,First Class,BS-11800,bryan spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-LA-10001613,Office Supplies,Labels,avery file folder labels,8.64
970,CA-2018-135279,09-04-2018,11-04-2018,First Class,BS-11800,bryan spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-ST-10001097,Office Supplies,Storage,office impressions heavy duty welded shelving & multimedia storage drawers,501.81
971,CA-2015-115791,16-01-2015,18-01-2015,Second Class,DL-13315,delfina latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10001095,Furniture,Furnishings,dax black cherry wood-tone poster frame,127.104
972,CA-2015-115791,16-01-2015,18-01-2015,Second Class,DL-13315,delfina latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Technology,Phones,at&t 841000 phone,124.2
973,CA-2015-115791,16-01-2015,18-01-2015,Second Class,DL-13315,delfina latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001575,Office Supplies,Binders,gbc linen binding covers,18.588
974,CA-2015-115791,16-01-2015,18-01-2015,Second Class,DL-13315,delfina latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10001074,Office Supplies,Labels,round specialty laser printer labels,30.072
975,US-2018-103247,05-10-2018,08-10-2018,Second Class,PO-19195,phillina ober,Home Office,United States,New York City,New York,10011.0,East,TEC-PH-10003555,Technology,Phones,motorola hk250 universal bluetooth headset,160.93
976,US-2018-103247,05-10-2018,08-10-2018,Second Class,PO-19195,phillina ober,Home Office,United States,New York City,New York,10011.0,East,OFF-BI-10004492,Office Supplies,Binders,tuf-vin binders,75.792
977,US-2018-100209,09-07-2018,15-07-2018,Standard Class,TD-20995,tamara dahlen,Consumer,United States,Portland,Oregon,97206.0,West,OFF-BI-10002012,Office Supplies,Binders,wilson jones easy flow ii sheet lifters,1.08
978,CA-2018-159366,07-01-2018,10-01-2018,First Class,BW-11110,bart watters,Corporate,United States,Detroit,Michigan,48205.0,Central,TEC-MA-10000822,Technology,Machines,lexmark mx611dhe monochrome laser printer,3059.982
979,CA-2017-145499,30-05-2017,31-05-2017,First Class,RW-19690,robert waldorf,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-BI-10000848,Office Supplies,Binders,angle-d ring binders,3.282
980,CA-2016-157035,09-12-2016,12-12-2016,First Class,KB-16600,ken brennan,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10004156,Office Supplies,Paper,xerox 188,34.02
981,CA-2017-144939,03-10-2017,08-10-2017,Standard Class,EB-13870,emily burns,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10003199,Furniture,Chairs,office star - contemporary task swivel chair,599.292
982,CA-2015-163419,11-11-2015,14-11-2015,Second Class,TZ-21580,tracy zic,Consumer,United States,Louisville,Colorado,80027.0,West,OFF-AR-10000034,Office Supplies,Art,"bic brite liner grip highlighters, assorted, 5/pack",3.392
983,CA-2015-163419,11-11-2015,14-11-2015,Second Class,TZ-21580,tracy zic,Consumer,United States,Louisville,Colorado,80027.0,West,TEC-PH-10000560,Technology,Phones,samsung galaxy s iii - 16gb - pebble blue (t-mobile),559.984
984,CA-2015-163419,11-11-2015,14-11-2015,Second Class,TZ-21580,tracy zic,Consumer,United States,Louisville,Colorado,80027.0,West,FUR-CH-10000665,Furniture,Chairs,"global airflow leather mesh back chair, black",603.92
985,CA-2018-100314,29-09-2018,05-10-2018,Standard Class,AS-10630,ann steele,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-LA-10001569,Office Supplies,Labels,avery 499,7.968
986,CA-2018-100314,29-09-2018,05-10-2018,Standard Class,AS-10630,ann steele,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",27.968
987,CA-2018-100314,29-09-2018,05-10-2018,Standard Class,AS-10630,ann steele,Home Office,United States,Pasadena,Texas,77506.0,Central,TEC-MA-10003066,Technology,Machines,wasp ccd handheld bar code reader,336.51
988,CA-2016-146829,10-03-2016,10-03-2016,Same Day,TS-21340,toby swindell,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004022,Office Supplies,Binders,acco suede grain vinyl round ring binder,1.112
989,CA-2018-167899,21-05-2018,26-05-2018,Standard Class,JG-15805,john grady,Corporate,United States,Auburn,New York,13021.0,East,FUR-FU-10004071,Furniture,Furnishings,luxo professional magnifying clamp-on fluorescent lamps,520.05
990,CA-2018-167899,21-05-2018,26-05-2018,Standard Class,JG-15805,john grady,Corporate,United States,Auburn,New York,13021.0,East,OFF-AR-10001988,Office Supplies,Art,bulldog table or wall-mount pencil sharpener,17.97
991,CA-2016-153549,29-03-2016,31-03-2016,Second Class,SL-20155,sara luxemburg,Home Office,United States,Jacksonville,Florida,32216.0,South,FUR-CH-10004086,Furniture,Chairs,hon 4070 series pagoda armless upholstered stacking chairs,1166.92
992,CA-2017-110023,09-09-2017,11-09-2017,First Class,TS-21610,troy staebel,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001036,Office Supplies,Binders,cardinal easyopen d-ring binders,14.624
993,CA-2017-105585,26-08-2017,27-08-2017,First Class,RF-19735,roland fjeld,Consumer,United States,San Jose,California,95123.0,West,OFF-FA-10002983,Office Supplies,Fasteners,advantus slideclip paper clips,10.23
994,CA-2017-105585,26-08-2017,27-08-2017,First Class,RF-19735,roland fjeld,Consumer,United States,San Jose,California,95123.0,West,OFF-PA-10003625,Office Supplies,Paper,xerox 1979,154.9
995,CA-2015-117639,21-05-2015,25-05-2015,Standard Class,MW-18235,mitch willingham,Corporate,United States,Virginia Beach,Virginia,23464.0,South,OFF-BI-10003925,Office Supplies,Binders,fellowes pb300 plastic comb binding machine,2715.93
996,CA-2015-117639,21-05-2015,25-05-2015,Standard Class,MW-18235,mitch willingham,Corporate,United States,Virginia Beach,Virginia,23464.0,South,TEC-PH-10001530,Technology,Phones,plantronics voyager pro legend,617.97
997,CA-2016-162537,28-10-2016,03-11-2016,Standard Class,RD-19585,rob dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-EN-10003862,Office Supplies,Envelopes,laser & ink jet business envelopes,10.67
998,CA-2016-162537,28-10-2016,03-11-2016,Standard Class,RD-19585,rob dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-ST-10004258,Office Supplies,Storage,portable personal file box,36.63
999,CA-2016-162537,28-10-2016,03-11-2016,Standard Class,RD-19585,rob dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10002885,Furniture,Furnishings,magna visual magnetic picture hangers,24.1
1000,CA-2016-162537,28-10-2016,03-11-2016,Standard Class,RD-19585,rob dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10001918,Furniture,Furnishings,c-line cubicle keepers polyproplyene holder with velcro backings,33.11
1001,CA-2017-155488,13-11-2017,17-11-2017,Standard Class,FM-14290,frank merwin,Home Office,United States,Vancouver,Washington,98661.0,West,OFF-AR-10002956,Office Supplies,Art,boston 16801 nautilus battery pencil sharpener,44.02
1002,CA-2016-124891,31-07-2016,31-07-2016,Same Day,RH-19495,rick hansen,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10003033,Technology,Accessories,plantronics cs510 - over-the-head monaural wireless headset system,2309.65
1003,CA-2016-124891,31-07-2016,31-07-2016,Same Day,RH-19495,rick hansen,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10002903,Furniture,Tables,"bevis round bullnose 29"" high table top",1090.782
1004,CA-2016-124891,31-07-2016,31-07-2016,Same Day,RH-19495,rick hansen,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10004621,Office Supplies,Paper,xerox 212,19.44
1005,CA-2016-126445,27-08-2016,31-08-2016,Standard Class,RA-19945,ryan akin,Consumer,United States,Murrieta,California,92563.0,West,OFF-ST-10000046,Office Supplies,Storage,fellowes super stor/drawer files,484.65
1006,CA-2016-111199,13-11-2016,17-11-2016,Standard Class,JK-15730,joe kamberova,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10001790,Office Supplies,Paper,xerox 1910,115.296
1007,CA-2016-105312,06-11-2016,09-11-2016,First Class,MT-17815,meg tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"redi-strip #10 envelopes, 4 1/8 x 9 1/2",7.08
1008,CA-2016-105312,06-11-2016,09-11-2016,First Class,MT-17815,meg tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10002049,Office Supplies,Binders,unikeep view case binders,4.401
1009,US-2018-106705,26-12-2018,01-01-2019,Standard Class,PO-18850,patrick o'brill,Consumer,United States,Burlington,Iowa,52601.0,Central,OFF-PA-10001509,Office Supplies,Paper,"recycled desk saver line ""while you were out"" book, 5 1/2"" x 4""",44.75
1010,CA-2018-135034,01-08-2018,03-08-2018,First Class,AT-10735,annie thurman,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10003931,Technology,Phones,jbl micro wireless portable bluetooth speaker,95.984
1011,CA-2015-158540,24-11-2015,26-11-2015,First Class,VG-21790,vivek gonzalez,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001602,Furniture,Furnishings,"eldon delta triangular chair mat, 52"" x 58"", clear",151.72
1012,CA-2018-118437,17-06-2018,21-06-2018,Second Class,PF-19165,philip fox,Consumer,United States,Olympia,Washington,98502.0,West,FUR-FU-10004848,Furniture,Furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",155.25
1013,CA-2018-118437,17-06-2018,21-06-2018,Second Class,PF-19165,philip fox,Consumer,United States,Olympia,Washington,98502.0,West,OFF-ST-10003722,Office Supplies,Storage,project tote personal file,14.03
1014,US-2016-126214,21-12-2016,24-12-2016,Second Class,JS-15880,john stevenson,Consumer,United States,Seattle,Washington,98103.0,West,FUR-TA-10003748,Furniture,Tables,bevis 36 x 72 conference tables,1618.37
1015,US-2016-126214,21-12-2016,24-12-2016,Second Class,JS-15880,john stevenson,Consumer,United States,Seattle,Washington,98103.0,West,TEC-AC-10003198,Technology,Accessories,enermax acrylux wireless keyboard,99.6
1016,CA-2016-133025,17-09-2016,19-09-2016,Second Class,MO-17800,meg o'connel,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10004100,Office Supplies,Paper,xerox 216,32.4
1017,CA-2016-108665,06-07-2016,10-07-2016,Standard Class,KM-16225,kalyca meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10002191,Furniture,Furnishings,g.e. halogen desk lamp bulbs,13.96
1018,CA-2016-108665,06-07-2016,10-07-2016,Standard Class,KM-16225,kalyca meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"howard miller 11-1/2"" diameter ridgewood wall clock",155.82
1019,CA-2016-108665,06-07-2016,10-07-2016,Standard Class,KM-16225,kalyca meade,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10004188,Technology,Phones,otterbox commuter series case - samsung galaxy s4,124.95
1020,CA-2016-108665,06-07-2016,10-07-2016,Standard Class,KM-16225,kalyca meade,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10001526,Office Supplies,Storage,iceberg mobile mega data/printer cart,601.65
1021,CA-2016-124450,27-04-2016,03-05-2016,Standard Class,GT-14710,greg tran,Consumer,United States,Washington,District of Columbia,20016.0,East,OFF-AR-10001166,Office Supplies,Art,staples in misc. colors,22.74
1022,CA-2016-124450,27-04-2016,03-05-2016,Standard Class,GT-14710,greg tran,Consumer,United States,Washington,District of Columbia,20016.0,East,FUR-CH-10000309,Furniture,Chairs,global comet stacking arm chair,1267.53
1023,CA-2016-124450,27-04-2016,03-05-2016,Standard Class,GT-14710,greg tran,Consumer,United States,Washington,District of Columbia,20016.0,East,TEC-MA-10004212,Technology,Machines,cisco spa525g2 5-line ip phone,1379.92
1024,CA-2016-167269,16-06-2016,20-06-2016,Standard Class,PB-19150,philip brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10003072,Office Supplies,Envelopes,peel & seel envelopes,6.208
1025,CA-2018-106964,17-12-2018,20-12-2018,First Class,HR-14770,hallie redmond,Home Office,United States,Los Angeles,California,90045.0,West,OFF-BI-10000320,Office Supplies,Binders,gbc plastic binding combs,11.808
1026,CA-2017-126529,11-01-2017,13-01-2017,Second Class,DE-13255,deanra eno,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10001166,Office Supplies,Paper,xerox 2,15.552
1027,CA-2017-126529,11-01-2017,13-01-2017,Second Class,DE-13255,deanra eno,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10003656,Office Supplies,Paper,xerox 1935,63.312
1028,CA-2017-126529,11-01-2017,13-01-2017,Second Class,DE-13255,deanra eno,Home Office,United States,Springfield,Ohio,45503.0,East,TEC-PH-10000148,Technology,Phones,cyber acoustics ac-202b speech recognition stereo headset,15.588
1029,CA-2015-163552,11-07-2015,15-07-2015,Standard Class,LA-16780,laura armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,OFF-PA-10000474,Office Supplies,Paper,easy-staple paper,177.2
1030,CA-2015-163552,11-07-2015,15-07-2015,Standard Class,LA-16780,laura armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,TEC-PH-10003885,Technology,Phones,cisco spa508g,197.97
1031,CA-2015-163552,11-07-2015,15-07-2015,Standard Class,LA-16780,laura armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,FUR-CH-10003379,Furniture,Chairs,global commerce series high-back swivel/tilt chairs,854.94
1032,CA-2015-163552,11-07-2015,15-07-2015,Standard Class,LA-16780,laura armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 diameter round wall clock,124.11
1033,CA-2015-163552,11-07-2015,15-07-2015,Standard Class,LA-16780,laura armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,OFF-LA-10001175,Office Supplies,Labels,avery 514,14.4
1034,CA-2017-109820,20-11-2017,22-11-2017,First Class,AG-10390,allen goldenen,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-PA-10000955,Office Supplies,Paper,southworth 25% cotton granite paper & envelopes,15.696
1035,CA-2017-109820,20-11-2017,22-11-2017,First Class,AG-10390,allen goldenen,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10003460,Office Supplies,Binders,acco 3-hole punch,2.628
1036,CA-2017-109820,20-11-2017,22-11-2017,First Class,AG-10390,allen goldenen,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10000474,Office Supplies,Binders,avery recycled flexi-view covers for binding systems,14.427
1037,CA-2017-113061,22-04-2017,26-04-2017,Standard Class,EL-13735,ed ludwig,Home Office,United States,Jefferson City,Missouri,65109.0,Central,FUR-FU-10003975,Furniture,Furnishings,eldon advantage chair mats for low to medium pile carpets,86.62
1038,CA-2016-127418,13-06-2016,14-06-2016,First Class,JJ-15445,jennifer jackson,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10003707,Office Supplies,Binders,aluminum screw posts,36.624
1039,CA-2018-121818,20-11-2018,21-11-2018,First Class,JH-15430,jennifer halladay,Consumer,United States,Burlington,North Carolina,27217.0,South,OFF-AR-10000203,Office Supplies,Art,newell 336,23.968
1040,CA-2018-121818,20-11-2018,21-11-2018,First Class,JH-15430,jennifer halladay,Consumer,United States,Burlington,North Carolina,27217.0,South,OFF-AR-10004790,Office Supplies,Art,staples in misc. colors,28.728
1041,CA-2017-127670,20-03-2017,24-03-2017,Standard Class,RD-19660,robert dilbeck,Home Office,United States,Saint Peters,Missouri,63376.0,Central,FUR-TA-10001095,Furniture,Tables,chromcraft round conference tables,697.16
1042,CA-2017-102981,06-09-2017,09-09-2017,Second Class,MO-17500,mary o'rourke,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10004761,Technology,Accessories,maxell 4.7gb dvd+rw 3/pack,31.86
1043,CA-2017-102981,06-09-2017,09-09-2017,Second Class,MO-17500,mary o'rourke,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10001811,Furniture,Bookcases,"atlantic metals mobile 5-shelf bookcases, custom colors",722.352
1044,CA-2018-115651,09-07-2018,12-07-2018,First Class,NS-18640,noel staavos,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10001130,Office Supplies,Art,"quartet alpha white chalk, 12/pack",8.84
1045,CA-2018-115651,09-07-2018,12-07-2018,First Class,NS-18640,noel staavos,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-AP-10000055,Office Supplies,Appliances,belkin f9s820v06 8 outlet surge,58.464
1046,CA-2018-152702,12-10-2018,16-10-2018,Standard Class,SN-20710,steve nguyen,Home Office,United States,Rockford,Illinois,61107.0,Central,FUR-CH-10002304,Furniture,Chairs,"global stack chair without arms, black",254.604
1047,CA-2017-169103,08-03-2017,13-03-2017,Standard Class,ZC-21910,zuschuss carroll,Consumer,United States,Miami,Florida,33142.0,South,TEC-PH-10001530,Technology,Phones,cisco unified ip phone 7945g voip phone,1363.96
